id_municipio,poblacion
Sant Feliu de Guíxols,23141
Sant Feliu de Pallerols,1700
Sant Ferriol,245
Sant Gregori,4191
Sant Hilari Sacalm,6069
Sant Jaume de Llierca,863
Sant Jordi Desvalls,880
Sant Joan de les Abadesses,3404
Sant Joan de Mollet,536
Sant Julià de Ramis,3715
Vallfogona de Ripollès,225
Sant Llorenç de la Muga,247
Sant Martí de Llémena,726
Sant Martí Vell,271
Sant Miquel de Campmajor,258
Sant Miquel de Fluvià,860
Sant Mori,163
Sant Pau de Segúries,719
Sant Pere Pescador,2290
Santa Coloma de Farners,13993
Santa Cristina d'Aro,5987
Santa Llogaia d'Àlguema,396
Sant Aniol de Finestres,382
Santa Pau,1579
Sant Joan les Fonts,3167
Sarrià de Ter,5406
"Saus, Camallera i Llampaies",897
"Selva de Mar, La",223
"Cellera de Ter, La",2027
Serinyà,1228
Serra de Daró,240
Setcases,195
Sils,6920
Susqueda,103
"Tallada d'Empordà, La",490
Terrades,337
Torrent,182
Torroella de Fluvià,778
Torroella de Montgrí,12570
Tortellà,849
Toses,198
Tossa de Mar,6347
Ultramort,218
Ullà,1258
Ullastret,249
Urús,201
"Vall d'en Bas, La",3269
"Vall de Bianya, La",1347
Vall-llobrega,891
Ventalló,914
Verges,1167
Vidrà,167
Vidreres,8862
Vilabertran,961
Vilablareix,4077
Viladasens,206
Viladamat,500
Vilademuls,898
Viladrau,1184
Vilafant,5663
Vilaür,164
Vilajuïga,1177
Vilallonga de Ter,395
Vilamacolum,406
Vilamalla,1205
Vilamaniscle,185
Vilanant,406
Vila-sacra,878
Vilopriu,209
Vilobí d'Onyar,3297
Biure,226
"Cruïlles, Monells i Sant Sadurní de l'Heura",1350
Forallac,1790
Sant Julià del Llor i Bonmatí,1457
Agrón,247
Alamedilla,518
Albolote,19768
Albondón,703
Albuñán,422
Albuñol,7388
Albuñuelas,794
Aldeire,597
Alfacar,5834
Algarinejo,2335
Alhama de Granada,5544
Alhendín,10475
Alicún de Ortega,461
Almegíjar,327
Almuñécar,27544
Alquife,543
Arenas del Rey,608
Armilla,25300
Atarfe,20914
Baza,20587
Beas de Granada,1007
Beas de Guadix,318
Benalúa,3381
Benalúa de las Villas,1028
Benamaurel,2235
Bérchules,688
Bubión,305
Busquístar,313
Cacín,549
Cádiar,1491
Cájar,5511
Calicasas,687
Campotéjar,1218
Caniles,3929
Cáñar,424
Capileira,590
Carataunas,207
Cástaras,178
Castilléjar,1284
Castril,1927
Cenes de la Vega,8254
Cijuela,3827
Cogollos de Guadix,614
Cogollos de la Vega,2119
Colomera,1278
Cortes de Baza,1769
Cortes y Graena,949
Cúllar,3978
Cúllar Vega,7947
Chauchina,5817
Chimeneas,1265
Churriana de la Vega,16878
Darro,1700
Dehesas de Guadix,382
Dehesas Viejas,635
Deifontes,2612
Diezma,829
Dílar,2384
Dólar,600
Dúdar,382
Dúrcal,7234
Escúzar,826
Ferreira,297
Fonelas,965
Fornes,526
Freila,960
Fuente Vaqueros,4743
Galera,1139
Gobernador,231
Gójar,6371
Gor,766
Gorafe,368
Granada,233975
Guadahortuna,1829
Guadix,18881
Gualchos,5284
Güéjar Sierra,2915
Güevéjar,2723
Huélago,343
Huéneja,1180
Huéscar,7241
Huétor de Santillán,1964
Huétor Tájar,10749
Huétor Vega,12285
Íllora,9923
Ítrabo,1022
Iznalloz,5179
Játar,631
Jayena,979
Jérez del Marquesado,955
Jete,990
Jun,4103
Juviles,140
"Calahorra, La",680
Láchar,3892
Lanjarón,3708
Lanteira,533
Lecrín,2244
Lentegí,368
Lobras,139
Loja,20951
Lugros,306
Lújar,491
"Malahá, La",1928
Maracena,22294
Marchal,437
Moclín,3503
Molvízar,2689
Monachil,8664
Montefrío,5283
Montejícar,1989
Montillana,1054
Moraleda de Zafayona,3214
Motril,59862
Murtas,431
Nigüelas,1229
Nívar,1093
Ogíjares,15239
Orce,1116
Órgiva,5728
Otívar,1011
Villa de Otura,7696
Padul,9667
Pampaneira,312
Pedro Martínez,1166
Peligros,11725
"Peza, La",1104
Pinos Genil,1642
Pinos Puente,9807
Píñar,1040
Polícar,252
Polopos,1682
Pórtugos,372
Puebla de Don Fadrique,2195
Pulianas,5659
Purullena,2409
Quéntar,952
Rubite,419
Salar,2582
Salobreña,12760
Santa Cruz del Comercio,523
Santa Fe,15494
Soportújar,260
Sorvilán,521
Torre-Cardela,700
Torvizcón,608
Trevélez,698
Turón,203
Ugíjar,2574
Válor,658
Vélez de Benaudalla,3108
Ventas de Huelma,667
Villanueva de las Torres,491
Villanueva Mesía,1965
Víznar,1006
Zafarraya,2244
"Zubia, La",20389
Zújar,2655
"Taha, La",777
"Valle, El",941
Nevada,1086
Alpujarra de la Sierra,933
"Gabias, Las",23584
"Guájares, Los",1081
Valle del Zalabí,2128
Villamena,1029
Morelábor,588
"Pinar, El",867
Vegas del Genil,12424
Cuevas del Campo,1841
Zagra,845
Valderrubio,2069
Domingo Pérez de Granada,822
Torrenueva Costa,3207
Abánades,64
Ablanque,70
Adobes,28
Alaminos,54
Alarilla,144
Albalate de Zorita,1148
Albares,610
Albendiego,50
Alcocer,319
Alcolea de las Peñas,7
Alcolea del Pinar,357
Alcoroches,117
Aldeanueva de Guadalajara,107
Algar de Mesa,44
Algora,89
Alhóndiga,185
Alique,15
Almadrones,67
Almoguera,1379
Almonacid de Zorita,667
Alocén,151
Alovera,14526
Alustante,152
Angón,8
Anguita,150
Anquela del Ducado,46
Anquela del Pedregal,28
Aranzueque,411
Arbancón,157
Arbeteta,16
Argecilla,74
Armallones,52
Armuña de Tajuña,280
Arroyo de las Fraguas,32
Atanzón,83
Atienza,406
Auñón,156
Azuqueca de Henares,35924
Baides,46
Baños de Tajo,13
Bañuelos,10
Barriopedro,26
Berninches,51
"Bodera, La",19
Brihuega,2826
Budia,226
Bujalaro,59
Bustares,62
Cabanillas del Campo,11572
Campillo de Dueñas,71
Campillo de Ranas,150
Campisábalos,72
Canredondo,81
Cantalojas,121
Cañizar,78
"Cardoso de la Sierra, El",49
Casa de Uceda,128
"Casar, El",13962
Casas de San Galindo,24
Caspueñas,120
Castejón de Henares,62
Castellar de la Muela,22
Castilforte,57
Castilnuevo,8
Cendejas de Enmedio,68
Cendejas de la Torre,23
Centenera,158
Cifuentes,1731
Cincovillas,20
Ciruelas,136
Ciruelos del Pinar,23
Cobeta,100
Cogollor,19
Cogolludo,574
Condemios de Abajo,14
Condemios de Arriba,101
Congostrina,18
Copernal,44
Corduente,297
"Cubillo de Uceda, El",120
Checa,268
Chequilla,13
Chiloeches,4117
Chillarón del Rey,76
Driebes,331
Durón,108
Embid,37
Escamilla,65
Escariche,186
Escopete,80
Espinosa de Henares,715
Esplegares,30
Establés,35
Estriégana,13
Fontanar,2630
Fuembellida,13
Fuencemillán,81
Fuentelahiguera de Albatages,121
Fuentelencina,324
Fuentelsaz,82
Fuentelviejo,61
Fuentenovilla,621
Gajanejos,51
Galápagos,2802
Galve de Sorbe,97
Gascueña de Bornova,22
Guadalajara,92834
Henche,73
Heras de Ayuso,248
Herrería,13
Hiendelaencina,107
Hijes,24
Hita,336
Hombrados,44
Hontoba,475
Horche,3119
Hortezuela de Océn,32
"Huerce, La",52
Huérmeces del Cerro,43
Huertahernando,51
Hueva,113
Humanes,1841
Illana,938
Iniéstola,19
"Inviernas, Las",60
Irueste,93
Jadraque,1522
Jirueque,44
Ledanca,98
Loranca de Tajuña,1624
Lupiana,344
Luzaga,65
Luzón,50
Majaelrayo,60
Málaga del Fresno,187
Malaguilla,218
Mandayona,285
Mantiel,28
Maranchón,225
Marchamalo,8714
Masegoso de Tajuña,84
Matarrubia,99
Matillas,111
Mazarete,25
Mazuecos,267
Medranda,83
Megina,25
Membrillera,95
Miedes de Atienza,60
"Mierla, La",44
Milmarcos,63
Millana,126
"Miñosa, La",31
Mirabueno,86
Miralrío,56
Mochales,36
Mohernando,190
Molina de Aragón,3281
Monasterio,13
Mondéjar,2918
Montarrón,31
Moratilla de los Meleros,106
Morenilla,53
Muduex,104
"Navas de Jadraque, Las",37
Negredo,12
Ocentejo,15
"Olivar, El",68
Olmeda de Cobeta,56
"Olmeda de Jadraque, La",18
"Ordial, El",45
Orea,191
Pálmaces de Jadraque,54
Pardos,33
Paredes de Sigüenza,21
Pareja,493
Pastrana,971
"Pedregal, El",60
Peñalén,72
Peñalver,172
Peralejos de las Truchas,148
Peralveche,52
Pinilla de Jadraque,47
Pinilla de Molina,13
Pioz,5261
Piqueras,33
"Pobo de Dueñas, El",102
Poveda de la Sierra,99
Pozo de Almoguera,110
Pozo de Guadalajara,1739
Prádena de Atienza,45
Prados Redondos,45
Puebla de Beleña,57
Puebla de Valles,59
Quer,1080
Rebollosa de Jadraque,11
"Recuenco, El",80
Renera,100
Retiendas,52
Riba de Saelices,113
Rillo de Gallo,37
Riofrío del Llano,49
Robledillo de Mohernando,200
Robledo de Corpes,39
Romanillos de Atienza,37
Romanones,127
Rueda de la Sierra,38
Sacecorbo,90
Sacedón,1623
Saelices de la Sal,41
Salmerón,147
San Andrés del Congosto,63
San Andrés del Rey,35
Santiuste,15
Saúca,47
Sayatón,64
Selas,33
Setiles,78
Sienes,38
Sigüenza,4911
Solanillos del Extremo,72
Somolinos,26
"Sotillo, El",28
Sotodosos,30
Tamajón,153
Taragudo,45
Taravilla,38
Tartanedo,143
Tendilla,353
Terzaga,24
Tierzo,32
"Toba, La",70
Tordelrábano,8
Tordellego,38
Tordesilos,78
Torija,1877
Torrecuadrada de Molina,20
Torrecuadradilla,26
Torre del Burgo,494
Torrejón del Rey,6435
Torremocha de Jadraque,23
Torremocha del Campo,193
Torremocha del Pinar,32
Torremochuela,6
Torrubia,28
Tórtola de Henares,1439
Tortuera,157
Tortuero,19
Traíd,18
Trijueque,1737
Trillo,1406
Uceda,3400
Ujados,20
Utande,31
Valdarachas,67
Valdearenas,88
Valdeavellano,101
Valdeaveruelo,1317
Valdeconcha,42
Valdegrudas,49
Valdelcubo,42
Valdenuño Fernández,359
Valdepeñas de la Sierra,151
Valderrebollo,25
Valdesotos,35
Valfermoso de Tajuña,77
Valhermoso,15
Valtablado del Río,7
Valverde de los Arroyos,85
Viana de Jadraque,41
Villanueva de Alcorón,140
Villanueva de Argecilla,30
Villanueva de la Torre,6666
Villares de Jadraque,39
Villaseca de Henares,22
Villaseca de Uceda,59
Villel de Mesa,163
Viñuelas,181
Yebes,5637
Yebra,489
Yélamos de Abajo,57
Yélamos de Arriba,97
Yunquera de Henares,4706
"Yunta, La",86
Zaorejas,117
Zarzuela de Jadraque,49
Zorita de los Canes,72
Semillas,25
Abaltzisketa,321
Aduna,500
Aizarnazabal,822
Albiztur,328
Alegia,1813
Alkiza,352
Altzo,447
Amezketa,956
Andoain,14517
Anoeta,2112
Antzuola,2045
Arama,173
Aretxabaleta,7178
Asteasu,1566
Ataun,1714
Aia,2148
Azkoitia,11774
Azpeitia,15301
Beasain,14048
Beizama,128
Belauntza,291
Berastegi,1114
Berrobi,551
Bidania-Goiatz,530
Zegama,1543
Zerain,284
Zestoa,3933
Zizurkil,2976
Deba,5362
Eibar,27484
Elduain,248
Elgoibar,11705
Elgeta,1133
Eskoriatza,4215
Ezkio-Itsaso,604
Hondarribia,16788
Gaintza,122
Gabiria,519
Getaria,2887
Hernani,20375
Hernialde,326
Ibarra,4114
Idiazabal,2217
Ikaztegieta,498
Irun,63835
Irura,1885
Itsasondo,687
Larraul,263
Lazkao,6087
Leaburu,390
Legazpi,8384
Legorreta,1457
Lezo,6184
Lizartza,672
Arrasate/Mondragón,22450
Mutriku,5238
Mutiloa,261
Olaberria,938
Oñati,11480
Orexa,103
Orio,6184
Ormaiztegi,1293
Oiartzun,10480
Pasaia,15820
Soraluze-Placencia de las Armas,3857
Errezil,588
Errenteria,39363
Leintz-Gatzaga,205
Donostia/San Sebastián,189866
Segura,1496
Tolosa,20070
Urnieta,6327
Usurbil,6488
Bergara,14404
Villabona,5900
Ordizia,10815
Urretxu,6730
Zaldibia,1761
Zarautz,23496
Zumarraga,9678
Zumaia,10160
Mendaro,2028
Lasarte-Oria,19435
Astigarraga,7812
Baliarrain,152
Orendain,245
Altzaga,165
Gaztelu,171
Alájar,793
Aljaraque,22737
"Almendro, El",862
Almonaster la Real,1759
Almonte,24864
Alosno,3986
Aracena,8425
Aroche,2991
Arroyomolinos de León,907
Ayamonte,22001
Beas,4414
Berrocal,283
Bollullos Par del Condado,14314
Bonares,6125
Cabezas Rubias,694
Cala,1106
Calañas,2749
"Campillo, El",2003
Campofrío,728
Cañaveral de León,389
Cartaya,21471
Castaño del Robledo,217
"Cerro de Andévalo, El",2246
Corteconcepción,581
Cortegana,4617
Cortelazor,302
Cumbres de Enmedio,54
Cumbres de San Bartolomé,354
Cumbres Mayores,1708
Chucena,2306
Encinasola,1232
Escacena del Campo,2327
Fuenteheridos,804
Galaroza,1366
Gibraleón,13261
"Granada de Río-Tinto, La",235
"Granado, El",480
Higuera de la Sierra,1292
Hinojales,314
Hinojos,4097
Huelva,143215
Isla Cristina,21525
Jabugo,2183
Lepe,29677
Linares de la Sierra,279
Lucena del Puerto,3390
Manzanilla,2214
"Marines, Los",436
Minas de Riotinto,3698
Moguer,24083
"Nava, La",271
Nerva,5087
Niebla,4268
"Palma del Condado, La",10841
Palos de la Frontera,12938
Paterna del Campo,3382
Paymogo,1132
Puebla de Guzmán,3071
Puerto Moral,276
Punta Umbría,16281
Rociana del Condado,8024
Rosal de la Frontera,1676
San Bartolomé de la Torre,4072
San Juan del Puerto,9969
Sanlúcar de Guadiana,418
San Silvestre de Guzmán,649
Santa Ana la Real,466
Santa Bárbara de Casa,1144
Santa Olalla del Cala,2039
Trigueros,8159
Valdelarco,239
Valverde del Camino,12631
Villablanca,2939
Villalba del Alcor,3303
Villanueva de las Cruces,379
Villanueva de los Castillejos,2967
Villarrasa,2103
Zalamea la Real,2968
Zufre,736
"Zarza-Perrunal, La",1181
Abiego,259
Abizanda,162
Adahuesca,196
Agüero,142
Aisa,326
Albalate de Cinca,1080
Albalatillo,220
Albelda,728
Albero Alto,123
Albero Bajo,109
Alberuela de Tubo,270
Alcalá de Gurrea,265
Alcalá del Obispo,394
Alcampell,650
Alcolea de Cinca,1127
Alcubierre,401
Alerre,224
Alfántega,125
Almudévar,2462
Almunia de San Juan,733
Almuniente,448
Alquézar,328
Altorricón,1504
Angüés,350
Ansó,409
Antillón,127
Aragüés del Puerto,123
Arén,309
Argavieso,109
Arguis,167
Ayerbe,1050
Azanuy-Alins,184
Azara,167
Azlor,155
Baélls,89
Bailo,265
Baldellou,81
Ballobar,862
Banastás,335
Barbastro,17807
Barbués,97
Barbuñales,93
Bárcabo,116
Belver de Cinca,1298
Benabarre,1142
Benasque,2359
Berbegal,321
Bielsa,479
Bierge,243
Biescas,1640
Binaced,1694
Binéfar,10235
Bisaurri,177
Biscarrués,188
Blecua y Torres,175
Boltaña,1089
Bonansa,85
Borau,77
Broto,615
Caldearenas,220
Campo,491
Camporrélls,153
Canal de Berdún,322
Candasnos,478
Canfranc,633
Capdesaso,190
Capella,361
Casbas de Huesca,287
Castejón del Puente,359
Castejón de Monegros,459
Castejón de Sos,840
Castelflorite,102
Castiello de Jaca,280
Castigaleu,80
Castillazuelo,164
Castillonroy,334
Colungo,124
Chalamera,120
Chía,90
Chimillas,407
Esplús,676
Estada,215
Estadilla,810
Estopiñán del Castillo,147
Fago,24
Fanlo,114
Fiscal,358
Fonz,886
Foradada del Toscar,163
Fraga,15576
"Fueva, La",597
Gistaín,114
"Grado, El",383
Grañén,1718
Graus,3400
Gurrea de Gállego,1430
Hoz de Jaca,81
Huerto,216
Huesca,55454
Ibieca,110
Igriés,727
Ilche,183
Isábena,234
Jaca,14024
Jasa,90
Labuerda,179
Laluenga,198
Lalueza,849
Lanaja,1140
Laperdiguera,87
Lascellas-Ponzano,138
Lascuarre,139
Laspaúles,255
Laspuña,277
Loarre,358
Loporzano,576
Loscorrales,98
Monesma y Cajigar,68
Monflorite-Lascasas,475
Montanuy,230
Monzón,18525
Naval,281
Novales,154
Nueno,568
Olvena,63
Ontiñena,502
Osso de Cinca,644
Palo,31
Panticosa,910
Peñalba,657
"Peñas de Riglos, Las",263
Peralta de Alcofea,576
Peralta de Calasanz,206
Peraltilla,212
Perarrúa,116
Pertusa,129
Piracés,92
Plan,272
Poleñino,184
Pozán de Vero,228
"Puebla de Castro, La",430
Puente de Montañana,87
Puértolas,217
"Pueyo de Araguás, El",180
Pueyo de Santa Cruz,332
Quicena,391
Robres,524
Sabiñánigo,9695
Sahún,320
Salas Altas,301
Salas Bajas,184
Salillas,94
Sallent de Gállego,1505
San Esteban de Litera,672
Sangarrén,233
San Juan de Plan,145
Santa Cilia,244
Santa Cruz de la Serós,193
Santaliestra y San Quílez,78
Sariñena,4113
Secastilla,142
Seira,149
Sena,490
Senés de Alcubierre,49
Sesa,167
Sesué,120
Siétamo,697
Sopeira,84
Tamarite de Litera,3464
Tardienta,952
Tella-Sin,208
Tierz,821
Tolva,130
Torla-Ordesa,342
Torralba de Aragón,105
Torre la Ribera,102
Torrente de Cinca,1037
Torres de Alcanadre,91
Torres de Barbués,271
Tramaced,108
Valfarta,54
Valle de Bardají,52
Valle de Lierp,52
Velilla de Cinca,505
Beranuy,68
Viacamp y Litera,40
Vicién,149
Villanova,171
Villanúa,570
Villanueva de Sigena,340
Yebra de Basa,155
Yésero,60
Zaidín,1807
Valle de Hecho,813
Puente la Reina de Jaca,248
San Miguel del Cinca,775
"Sotonera, La",879
Lupiñén-Ortilla,359
Santa María de Dulcis,206
Aínsa-Sobrarbe,2335
Hoz y Costean,225
Vencillón,402
Albanchez de Mágina,903
Alcalá la Real,21496
Alcaudete,10129
Aldeaquemada,446
Andújar,35610
Arjona,5330
Arjonilla,3520
Arquillos,1682
Baeza,15575
Bailén,17119
Baños de la Encina,2542
Beas de Segura,4983
Begíjar,2908
Bélmez de la Moraleda,1504
Benatae,423
Cabra del Santo Cristo,1639
Cambil,2654
Campillo de Arenas,1711
Canena,1717
Carboneros,624
"Carolina, La",14677
Castellar,3147
Castillo de Locubín,3805
Cazalilla,762
Cazorla,6930
Chiclana de Segura,859
Chilluévar,1309
Escañuela,902
Espeluy,596
Frailes,1565
Fuensanta de Martos,3030
Fuerte del Rey,1348
Génave,548
"Guardia de Jaén, La",5212
Guarromán,2703
Lahiguera,1560
Higuera de Calatrava,590
Hinojares,335
Hornos,561
Huelma,5485
Huesa,2411
Ibros,2773
"Iruela, La",1819
Iznatoraf,874
Jabalquinto,1939
Jaén,112235
Jamilena,3319
Jimena,1219
Jódar,11285
Larva,435
Linares,55633
Lopera,3502
Lupión,801
Mancha Real,11481
Marmolejo,6412
Martos,24462
Mengíbar,10250
Montizón,1574
Navas de San Juan,4345
Noalejo,1721
Orcera,1715
Peal de Becerro,5290
Pegalajar,2830
Porcuna,5936
Pozo Alcón,4514
Puente de Génave,2191
"Puerta de Segura, La",2223
Quesada,4901
Rus,3386
Sabiote,3742
Santa Elena,863
Santiago de Calatrava,660
Santisteban del Puerto,4451
Santo Tomé,2029
Segura de la Sierra,1711
Siles,2067
Sorihuela del Guadalimar,1000
Torreblascopedro,2382
Torredelcampo,13888
Torredonjimeno,13213
Torreperogil,7107
Torres,1328
Torres de Albánchez,735
Úbeda,33588
Valdepeñas de Jaén,3469
Vilches,4191
Villacarrillo,10342
Villanueva de la Reina,2941
Villanueva del Arzobispo,7703
Villardompardo,893
"Villares, Los",6111
Villarrodrigo,371
Cárcheles,1291
Bedmar y Garcíez,2567
Villatorres,4259
Santiago-Pontones,2629
Arroyo del Ojanco,2158
Acebedo,181
Algadefe,312
Alija del Infantado,554
Almanza,570
"Antigua, La",324
Ardón,533
Arganza,800
Astorga,10305
Balboa,269
"Bañeza, La",10195
Barjas,140
"Barrios de Luna, Los",300
Bembibre,8041
Benavides,2321
Benuza,457
Bercianos del Páramo,513
Bercianos del Real Camino,179
Berlanga del Bierzo,311
Boca de Huérgano,412
Boñar,1732
Borrenes,297
Brazuelo,304
"Burgo Ranero, El",697
Burón,282
Bustillo del Páramo,1057
Cabañas Raras,1286
Cabreros del Río,406
Cabrillanes,687
Cacabelos,4734
Calzada del Coto,217
Campazas,110
Campo de Villavidel,209
Camponaraya,4060
Valle de Ancares,256
Cármenes,356
Carracedelo,3423
Carrizo,2242
Carrocera,437
Carucedo,479
Castilfalé,58
Castrillo de Cabrera,100
Castrillo de la Valduerna,136
Castrocalbón,898
Castrocontrigo,623
Castropodame,1570
Castrotierra de Valmadrigal,106
Cea,373
Cebanico,146
Cebrones del Río,439
Cimanes de la Vega,431
Cimanes del Tejar,710
Cistierna,2857
Congosto,1418
Corbillos de los Oteros,174
Corullón,789
Crémenes,497
Cuadros,2075
Cubillas de los Oteros,140
Cubillas de Rueda,376
Cubillos del Sil,1746
Chozas de Abajo,2699
Destriana,422
Encinedo,621
"Ercina, La",412
Escobar de Campos,32
Fabero,3998
Folgoso de la Ribera,973
Fresno de la Vega,483
Fuentes de Carbajal,71
Garrafe de Torío,1649
Gordaliza del Pino,238
Gordoncillo,312
Gradefes,882
Grajal de Campos,200
Gusendos de los Oteros,123
Hospital de Órbigo,948
Igüeña,1012
Izagre,133
Joarilla de las Matas,241
Laguna Dalga,608
Laguna de Negrillos,1056
León,123446
Lucillo,360
Luyego,537
Llamas de la Ribera,783
Magaz de Cepeda,345
Mansilla de las Mulas,1706
Mansilla Mayor,316
Maraña,103
Matadeón de los Oteros,212
Matallana de Torío,1214
Matanza,157
Molinaseca,870
Murias de Paredes,337
Noceda del Bierzo,603
Oencia,267
"Omañas, Las",267
Onzonilla,1974
Oseja de Sajambre,214
Pajares de los Oteros,245
Palacios de la Valduerna,341
Palacios del Sil,862
Páramo del Sil,1141
Peranzanes,276
Pobladura de Pelayo García,364
"Pola de Gordón, La",2833
Ponferrada,63186
Posada de Valdeón,392
Pozuelo del Páramo,374
Prado de la Guzpeña,108
Priaranza del Bierzo,672
Prioro,340
Puebla de Lillo,641
Puente de Domingo Flórez,1348
Quintana del Castillo,699
Quintana del Marco,299
Quintana y Congosto,402
Regueras de Arriba,263
Reyero,120
Riaño,476
Riego de la Vega,697
Riello,570
Rioseco de Tapia,409
"Robla, La",3574
Roperuelos del Páramo,502
Sabero,1020
Sahagún,2380
San Adrián del Valle,82
San Andrés del Rabanedo,29944
Sancedo,532
San Cristóbal de la Polantera,611
San Emiliano,585
San Esteban de Nogales,239
San Justo de la Vega,1750
San Millán de los Caballeros,191
San Pedro Bercianos,218
Santa Colomba de Curueño,502
Santa Colomba de Somoza,472
Santa Cristina de Valmadrigal,278
Santa Elena de Jamuz,1021
Santa María de la Isla,429
Santa María del Monte de Cea,207
Santa María del Páramo,2994
Santa María de Ordás,327
Santa Marina del Rey,1718
Santas Martas,763
Santiago Millas,350
Santovenia de la Valdoncina,2058
Sariegos,5456
Sena de Luna,373
Sobrado,275
Soto de la Vega,1481
Soto y Amío,706
Toral de los Guzmanes,486
Toreno,2833
Torre del Bierzo,1929
Trabadelo,321
Truchas,371
Turcia,974
Urdiales del Páramo,445
Valdefresno,2362
Valdefuentes del Páramo,304
Valdelugueros,484
Valdemora,58
Valdepiélago,306
Valdepolo,1177
Valderas,1479
Valderrey,424
Valderrueda,817
Valdesamario,167
Val de San Lorenzo,480
Valdevimbre,892
Valencia de Don Juan,5103
Valverde de la Virgen,7936
Valverde-Enrique,148
Vallecillo,99
"Vecilla, La",383
Vegacervera,246
Vega de Espinareda,2006
Vega de Infanzones,837
Vega de Valcarce,555
Vegaquemada,418
Vegas del Condado,1165
Villablino,7585
Villabraz,82
Villadangos del Páramo,1268
Toral de los Vados,1751
Villademor de la Vega,289
Villafranca del Bierzo,2591
Villagatón,611
Villamandos,272
Villamañán,1084
Villamartín de Don Sancho,130
Villamejil,653
Villamol,134
Villamontán de la Valduerna,678
Villamoratiel de las Matas,121
Villanueva de las Manzanas,484
Villaobispo de Otero,514
Villaquejida,763
Villaquilambre,18905
Villarejo de Órbigo,2856
Villares de Órbigo,557
Villasabariego,1155
Villaselán,180
Villaturiel,1818
Villazala,560
Villazanzo de Valderaduey,360
Zotes del Páramo,384
Villamanín,863
Villaornate y Castro,348
Abella de la Conca,156
Àger,637
Agramunt,5653
"Alamús, Els",835
Alàs i Cerc,320
"Albagés, L'",339
Albatàrrec,2331
Albesa,1584
"Albi, L'",764
Alcanó,244
Alcarràs,10256
Alcoletge,3640
Alfarràs,2805
Alfés,284
Algerri,424
Alguaire,3060
Alins,269
Almacelles,7018
Almatret,292
Almenar,3369
Alòs de Balaguer,118
Alpicat,6515
Alt Àneu,453
Naut Aran,1902
Anglesola,1389
Arbeca,2163
"Pont de Bar, El",162
Arres,58
Arsèguel,87
Artesa de Lleida,1543
Artesa de Segre,3559
"Sentiu de Sió, La",448
Aspa,233
"Avellanes i Santa Linya, Les",434
Aitona,2591
Baix Pallars,345
Balaguer,17729
Barbens,929
"Baronia de Rialb, La",216
"Vall de Boí, La",1122
Bassella,216
Bausen,62
Belianes,514
Bellcaire d'Urgell,1275
Bell-lloc d'Urgell,2364
Bellmunt d'Urgell,174
Bellpuig,5510
Bellver de Cerdanya,2289
Bellvís,2249
Benavent de Segrià,1571
Biosca,185
Bovera,244
"Bòrdes, Es",281
"Borges Blanques, Les",6482
Bossòst,1189
Cabanabona,70
Cabó,85
Camarasa,788
Canejan,95
Castellar de la Ribera,131
Castelldans,952
Castellnou de Seana,726
Castelló de Farfanya,548
Castellserà,993
Cava,38
Cervera,9603
Cervià de les Garrigues,641
Ciutadilla,186
Clariana de Cardener,160
"Cogul, El",163
Coll de Nargó,585
Corbins,1502
Cubells,354
"Espluga Calba, L'",324
Espot,377
Estaràs,161
Esterri d'Àneu,917
Esterri de Cardós,63
Estamariu,135
Farrera,118
"Floresta, La",159
Fondarella,823
Foradada,193
"Fuliola, La",1262
Fulleda,87
Gavet de la Conca,252
Golmés,1909
Gósol,205
"Granadella, La",748
"Granja d'Escarp, La",994
Granyanella,154
Granyena de Segarra,149
Granyena de les Garrigues,174
Guimerà,250
Guissona,7774
Guixers,125
Ivars de Noguera,317
Ivars d'Urgell,1578
Ivorra,100
Isona i Conca Dellà,1038
Juncosa,377
Juneda,3453
Lleida,146266
Les,1036
Linyola,2762
Lladorre,246
Lladurs,186
Llardecans,444
Llavorsí,342
Lles de Cerdanya,290
Llimiana,130
Llobera,201
Maldà,239
Massalcoreig,592
Massoteres,227
Maials,951
Menàrguens,798
Miralcamp,1369
"Molsosa, La",100
Mollerussa,15763
Montgai,640
Montellà i Martinet,598
Montferrer i Castellbò,1161
Montoliu de Segarra,180
Montoliu de Lleida,488
Montornès de Segarra,87
Nalec,91
Navès,292
Odèn,231
Oliana,1874
Oliola,192
Olius,990
"Oluges, Les",167
"Omellons, Els",187
"Omells de na Gaia, Els",126
Organyà,853
Os de Balaguer,1088
Ossó de Sió,198
"Palau d'Anglesola, El",2232
Conca de Dalt,438
"Coma i la Pedra, La",277
Penelles,431
Peramola,339
Pinell de Solsonès,198
Pinós,274
"Poal, El",649
"Pobla de Cérvoles, La",208
Bellaguarda,278
"Pobla de Segur, La",3143
Ponts,2653
"Pont de Suert, El",2381
"Portella, La",731
Prats i Sansor,252
Preixana,401
Preixens,399
Prullans,270
Puiggròs,269
Puigverd d'Agramunt,231
Puigverd de Lleida,1409
Rialp,654
Ribera d'Urgellet,989
Riner,269
Rosselló,3416
Salàs de Pallars,365
Sanaüja,385
Sant Guim de Freixenet,1235
Sant Llorenç de Morunys,983
Sant Ramon,483
Sant Esteve de la Sarga,121
Sant Guim de la Plana,190
Sarroca de Lleida,383
Sarroca de Bellera,111
Senterada,160
"Seu d'Urgell, La",13009
Seròs,1954
Sidamon,760
"Soleràs, El",308
